Date,Captured At (ET),Fund,Strategy Type,Series,Fund Value (USD),Fund Return (%),Reference Asset Value (USD),Reference Asset Return (%),Remaining Outcome Days,Remaining Cap (%),Remaining Cap Net (%),Reference Asset Return to Realize Cap (%),Remaining Buffer (%),Remaining Buffer Net (%),Downside Before Buffer (%),Downside Before Buffer Net (%),Reference Asset to Buffer End (%),Unrealized Option Payoff (%),Unrealized Option Payoff Net (%),Original Cap Net (%),Original Buffer Net (%),ECR
9/21/2026,2026-09-21 10:09,FFEB,Buffer,February,62.65,8.18,767.44,11.32,151,,5.53,,,10.81,,-8.34,,,,14.16,9.15,0.7008874540617208
9/21/2026,2026-09-21 10:09,GFEB,Moderate Buffer,February,45.02,6.63,767.44,11.32,151,,4.29,,,16.63,,-7.01,,,,11.21,14.150000000000002,0.938527607676947
9/21/2026,2026-09-21 10:09,QMFE,Moderate Buffer,February,24.9,9.52,732.32,20.29,151,,4.19,,,19.82,,-9.51,,,,14.11,14.099999999999998,0.876297158966756
9/21/2026,2026-09-21 10:09,SFEB,Moderate Buffer,February,26.1,6.49,285.21,7.780000000000001,151,,9.36,,,14.2,,-6.94,,,,16.46,14.099999999999998,0.9509898878308575
9/21/2026,2026-09-21 10:09,DJAN,Deep Buffer,January,46.63,6.79,767.44,10.96,116,,3.74,,,25.08,,-11.83,,,,10.78,24.15,0.6751547319344365
9/21/2026,2026-09-21 10:09,FJAN,Buffer,January,56.67,8.41,767.44,10.96,116,,4.86,,,10.34,,-8.54,,,,13.68,9.15,0.5611722509505644
9/21/2026,2026-09-21 10:09,GJAN,Moderate Buffer,January,46.09,7.06,767.44,10.96,116,,3.65,,,16.01,,-7.380000000000001,,,,10.97,14.150000000000002,0.7613285960489078
9/21/2026,2026-09-21 10:09,QCJA,Conservative Buffer,January,23.9,7.89,732.32,17.88,116,,3.05,,,23.98,,-8.15,,,,11.18,19.1,0.8232353134581133
9/21/2026,2026-09-21 10:09,DJUL,Deep Buffer,July,51.28,1.92,767.44,3.25,298,,10.63,,,24.58,,-7.62,,,,12.75,24.15,1.8450063832277046
9/21/2026,2026-09-21 10:09,FJUL,Buffer,July,61.38,2.56,767.44,3.25,298,,13.08,,,9.51,,-3.32,,,,15.97,9.15,1.9476031982212245
9/21/2026,2026-09-21 10:09,GJUL,Moderate Buffer,July,44.59,2.16,767.44,3.25,298,,10.58,,,14.730000000000002,,-2.94,,,,12.97,14.150000000000002,2.0886515236239673
9/21/2026,2026-09-21 10:09,QCJL,Conservative Buffer,July,25.95,3.2400000000000007,732.32,5.32,298,,11.87,,,20.03,,-4.01,,,,15.5,19.1,2.014352849582863
9/21/2026,2026-09-21 10:09,DJUN,Deep Buffer,June,50.16,1.9,767.44,2.77,269,,10.65,,,24.29,,-7.6,,,,12.75,24.15,1.6934390036440827
9/21/2026,2026-09-21 10:09,FJUN,Buffer,June,61.31,2.39,767.44,2.77,269,,12.9,,,9.26,,-3.17,,,,15.6,9.15,1.797383559103884
9/21/2026,2026-09-21 10:09,GJUN,Moderate Buffer,June,42.01,2.09,767.44,2.77,269,,10.2,,,14.41,,-2.88,,,,12.509999999999998,14.150000000000002,1.9124297295873647
9/21/2026,2026-09-21 10:09,QJUN,Buffer,June,34.01,0.59,732.32,-1.12,269,,23.34,,,7.5,,-1.48,,,,24.07,9.1,1.9613158561481863
9/21/2026,2026-09-21 10:09,RSJN,Buffer,June,37.43,1.31,211.78,0.86,269,,12.950000000000001,,,8.64,,-2.13,,,,14.429999999999998,9.15,1.9214781689573772
9/21/2026,2026-09-21 10:09,TJUN,Buffer,June,23.33,-1.29,68.25,-3.6000000000000005,269,,39.42,,,7.000000000000001,,0.0,,,,37.62,9.05,2.1249697118064024
9/21/2026,2026-09-21 10:09,YJUN,Moderate Buffer,June,27.28,1.22,105.82,1.35,269,,12.38,,,14.029999999999998,,-2.09,,,,13.76,14.099999999999998,2.028287664091926
9/21/2026,2026-09-21 10:09,DMAR,Deep Buffer,March,45.67,8.02,767.44,18.33,179,,3.8900000000000006,,,28.000000000000004,,-12.839999999999998,,,,12.22,24.15,0.8597388857346995
9/21/2026,2026-09-21 10:09,FMAR,Buffer,March,53.61,10.96,767.44,18.33,179,,4.83,,,13.3,,-10.64,,,,16.32,9.15,0.6855984139665439
9/21/2026,2026-09-21 10:09,GMAR,Moderate Buffer,March,45.19,8.81,767.44,18.33,179,,4.08,,,19.29,,-8.88,,,,13.26,14.150000000000002,0.9838454967955139
9/21/2026,2026-09-21 10:09,QMAR,Buffer,March,38.28,13.81,732.32,25.82,179,,5.4,,,15.54,,-12.920000000000002,,,,19.96,9.1,0.6321658463047147
9/21/2026,2026-09-21 10:09,RSMR,Buffer,March,23.94,9.07,211.78,11.18,179,,7.23,,,9.96,,-9.09,,,,16.95,9.15,0.6752631318345423
9/21/2026,2026-09-21 10:09,TMAR,Buffer,March,27.04,16.21,68.25,22.65,179,,10.67,,,11.86,,-14.760000000000002,,,,28.6,9.05,0.4970162229946386
9/21/2026,2026-09-21 10:09,YMAR,Moderate Buffer,March,29.27,8.76,105.82,13.059999999999999,179,,5.67,,,15.939999999999998,,-8.88,,,,14.93,14.099999999999998,0.8887221305389501
9/21/2026,2026-09-21 10:09,DMAY,Deep Buffer,May,48.03,2.79,767.44,3.82,242,,9.64,,,24.16,,-8.42,,,,12.7,24.14,1.4652970966336438
9/21/2026,2026-09-21 10:09,FMAY,Buffer,May,57.55,3.5699999999999994,767.44,3.82,242,,12.21,,,9.03,,-4.29,,,,16.23,9.14,1.4726536959320367
9/21/2026,2026-09-21 10:09,GMAY,Moderate Buffer,May,43.98,3.1400000000000006,767.44,3.82,242,,9.52,,,14.249999999999998,,-3.88,,,,12.97,14.14,1.623745912116348
9/21/2026,2026-09-21 10:09,QMMY,Moderate Buffer,May,26.85,3.07,732.32,3.3000000000000003,242,,13.3,,,13.849999999999998,,-3.8699999999999997,,,,16.77,14.09,1.6481382164540623
9/21/2026,2026-09-21 10:09,SMAY,Moderate Buffer,May,28.01,3.03,285.21,2.74,242,,14.760000000000002,,,13.44,,-3.83,,,,18.24,14.09,1.6421264713918982
9/21/2026,2026-09-21 10:09,DNOV,Deep Buffer,November,52.67,10.41,767.44,16.45,60,,1.52,,,25.17,,-14.719999999999999,,,,12.08,24.15,0.36982594883773
9/21/2026,2026-09-21 10:09,FNOV,Buffer,November,60.2,13.059999999999999,767.44,16.45,60,,2.4,,,10.41,,-12.3,,,,15.770000000000001,9.15,0.246949048901851
9/21/2026,2026-09-21 10:09,GNOV,Moderate Buffer,November,42.84,10.63,767.44,16.45,60,,1.6099999999999999,,,16.64,,-10.37,,,,12.41,14.150000000000002,0.41640871189839956
9/21/2026,2026-09-21 10:09,QMNV,Moderate Buffer,November,25.78,13.61,732.32,24.11,60,,1.6200000000000003,,,18.74,,-12.770000000000001,,,,15.45,14.099999999999998,0.3765185184481162
9/21/2026,2026-09-21 10:09,SNOV,Moderate Buffer,November,27.47,14.82,285.21,21.05,60,,2.35,,,16.09,,-13.69,,,,17.52,14.099999999999998,0.28824534196985807
9/21/2026,2026-09-21 10:09,DOCT,Deep Buffer,October,47.97,10.27,767.44,15.509999999999998,25,,0.55,,,24.78,,-14.62,,,,10.88,24.15,0.2588093329197969
9/21/2026,2026-09-21 10:09,FOCT,Buffer,October,54.07,12.94,767.44,15.509999999999998,25,,1.15,,,9.87,,-12.21,,,,14.24,9.15,0.16947406681744923
9/21/2026,2026-09-21 10:09,GOCT,Moderate Buffer,October,42.66,10.62,767.44,15.509999999999998,25,,0.61,,,16.05,,-10.36,,,,11.3,14.150000000000002,0.2857394918566018
9/21/2026,2026-09-21 10:09,QCOC,Conservative Buffer,October,24.53,11.05,732.32,21.26,25,,0.42,,,23.27,,-10.76,,,,11.51,19.1,0.3464741338461336
9/21/2026,2026-09-21 10:09,BGLD,Deep Buffer,Quarterly,16.82,-1.12,398.76,-2.37,70,,10.68,,,8.78,,-4.16,,,,9.44,9.77,0.8618395445399867
9/21/2026,2026-09-21 10:09,DHDG,Buffer,Quarterly,37.79,2.46,767.44,3.25,25,,1.59,,,12.629999999999999,,-5.04,,,,4.09,12.29,0.484532091114737
9/21/2026,2026-09-21 10:09,FHDG,Buffer,Quarterly,37.24,0.61,767.44,0.22,60,,3.05,,,6.9,,-0.8100000000000002,,,,3.6799999999999997,7.290000000000001,0.9354678575008939
9/21/2026,2026-09-21 10:09,QQBF,Buffer,Quarterly,20.27,0.32,732.32,1.51,88,,2.71,,,15.72,,-0.54,,,,3.04,14.78,1.1937254663915873
9/21/2026,2026-09-21 10:09,SQBA,Buffer,Quarterly,30.78,0.49,767.44,0.22,60,,1.8900000000000001,,,14.49,,-0.7,,,,2.4,14.790000000000001,0.9572060708784457
9/21/2026,2026-09-21 10:09,DSEP,Deep Buffer,September,48.95,0.38,767.44,0.75,361,,13.28,,,24.32,,-6.2,,,,13.71,24.15,2.4256641948183315
9/21/2026,2026-09-21 10:09,FSEP,Buffer,September,57.29,0.37,767.44,0.75,361,,15.4,,,9.46,,-1.22,,,,15.83,9.15,2.7835332217106967
9/21/2026,2026-09-21 10:09,GSEP,Moderate Buffer,September,42.21,0.39,767.44,0.75,361,,12.8,,,14.42,,-1.21,,,,13.239999999999998,14.17,2.8093549826726107
9/21/2026,2026-09-21 10:09,QSPT,Buffer,September,36.26,0.8199999999999998,732.32,1.51,361,,19.98,,,9.64,,-1.7000000000000002,,,,20.96,9.1,2.7143732797139406
9/21/2026,2026-09-21 10:09,RSSE,Buffer,September,23.5,0.16,211.78,-0.24,361,,15.479999999999999,,,8.77,,-1.01,,,,15.67,9.15,2.756343047116363
9/21/2026,2026-09-21 10:09,TSEP,Buffer,September,27.16,0.98,68.25,1.81,361,,25.55,,,9.69,,-1.91,,,,26.789999999999996,9.05,2.6926297904343723
9/21/2026,2026-09-21 10:09,YSEP,Moderate Buffer,September,28.62,0.57,105.82,0.8,361,,14.31,,,14.219999999999999,,-1.46,,,,14.96,14.11,2.7600606084604773
