Date,Fund,Strategy Type,Series,Fund Value (USD),Fund Return (%),Reference Asset Value (USD),Reference Asset Return (%),Remaining Outcome Days,Remaining Cap (%),Remaining Cap Net (%),Reference Asset Return to Realize Cap (%),Remaining Buffer (%),Remaining Buffer Net (%),Downside Before Buffer (%),Downside Before Buffer Net (%),Reference Asset to Buffer End (%),Unrealized Option Payoff (%),Unrealized Option Payoff Net (%),Original Cap Net (%),Original Buffer Net (%)
6/15/2026,FMAR,Buffer,March,52.31,8.28,754.83,16.38,277,8.03,7.43,0.68,14.84,14.24,-7.83,-8.43,-22.67,7.3,6.7,16.32,9.15
6/15/2026,FMAY,Buffer,May,56.38,1.47,754.83,2.12,340,15.32,14.54,14.66,10.35,9.57,-1.52,-2.3,-11.87,0.57,-0.21,16.23,9.14
6/15/2026,FNOV,Buffer,November,58.49,9.84,754.83,14.54,158,5.73,5.4,1.82,12.02,11.69,-9.4,-9.73,-21.42,3.84,3.5,15.77,9.15
6/15/2026,FOCT,Buffer,October,52.35,9.37,754.83,13.61,123,4.72,4.46,1.3,11.71,11.45,-9.08,-9.34,-20.78,3.37,3.11,14.24,9.15
6/15/2026,FSEP,Buffer,September,55.13,9.37,754.83,13.73,95,3.66,3.46,0.24,11.73,11.53,-9.14,-9.34,-20.87,3.42,3.21,13.15,9.15
6/15/2026,GAPR,Moderate Buffer,April,41.74,2.7,754.83,6.29,305,9.26,8.57,5.69,17.27,16.58,-2.76,-3.45,-20.03,3.37,2.68,11.49,14.15
6/15/2026,GAUG,Moderate Buffer,August,41.38,9.43,754.83,17.31,67,1.61,1.46,-4.62,18.28,18.14,-9.26,-9.4,-27.54,1.61,1.46,11.03,14.14
6/15/2026,GDEC,Moderate Buffer,December,39.85,5.74,754.83,10.91,186,5.61,5.2,1.06,17.54,17.13,-5.82,-6.23,-23.36,4.5,4.09,11.24,14.15
6/15/2026,GFEB,Moderate Buffer,February,44.06,4.36,754.83,9.49,249,7.12,6.56,2.34,17.93,17.38,-4.43,-4.99,-22.36,4.66,4.1,11.21,14.15
6/15/2026,GJAN,Moderate Buffer,January,45.06,4.66,754.83,9.13,214,6.5,6.03,2.46,17.33,16.85,-4.78,-5.26,-22.11,3.94,3.47,10.97,14.15
6/15/2026,GJUL,Moderate Buffer,July,43.41,10.65,754.83,20.28,32,0.56,0.49,-6.85,19.0,18.94,-10.32,-10.39,-29.33,0.56,0.49,11.2,14.15
6/15/2026,GJUN,Moderate Buffer,June,41.12,11.51,754.83,27.02,3,0.02,0.01,-11.53,22.0,22.0,-11.07,-11.08,-33.08,0.02,0.01,11.53,14.15
6/15/2026,GMAR,Moderate Buffer,March,44.27,6.6,754.83,16.38,277,6.85,6.24,-1.96,20.58,19.98,-6.38,-6.99,-26.96,6.85,6.24,13.26,14.15
6/15/2026,GMAY,Moderate Buffer,May,43.18,1.26,754.83,2.12,340,12.34,11.56,11.47,15.44,14.66,-1.32,-2.1,-16.76,0.77,-0.01,12.97,14.14
6/15/2026,GNOV,Moderate Buffer,November,41.81,7.97,754.83,14.54,158,4.45,4.11,-1.12,17.96,17.62,-7.82,-8.16,-25.78,4.45,4.11,12.41,14.15
6/15/2026,GOCT,Moderate Buffer,October,41.54,7.71,754.83,13.61,123,3.59,3.32,-1.29,17.5,17.24,-7.68,-7.95,-25.18,3.59,3.32,11.3,14.15
6/15/2026,GSEP,Moderate Buffer,September,40.95,7.84,754.83,13.73,95,2.8,2.59,-1.98,17.41,17.21,-7.85,-8.05,-25.26,2.8,2.59,10.63,14.15
6/15/2026,QCAP,Conservative Buffer,April,24.97,3.65,744.0,14.66,305,8.88,8.15,-1.45,26.57,25.84,-3.67,-4.39,-30.23,8.88,8.15,12.1,19.1
6/15/2026,QCJA,Conservative Buffer,January,23.38,5.57,744.0,19.76,214,5.81,5.31,-6.41,27.57,27.07,-5.63,-6.13,-33.2,5.81,5.31,11.18,19.1
6/15/2026,QCJL,Conservative Buffer,July,25.01,10.73,744.0,32.56,32,0.46,0.39,-15.47,29.22,29.15,-10.43,-10.5,-39.65,0.46,0.39,11.16,19.1
6/15/2026,QCOC,Conservative Buffer,October,23.91,8.26,744.0,23.19,123,3.28,3.0,-8.75,26.88,26.6,-8.18,-8.46,-35.06,3.28,3.0,11.51,19.1
6/15/2026,QDEC,Buffer,December,35.69,9.83,744.0,20.57,186,7.24,6.82,-1.95,16.01,15.59,-9.35,-9.77,-25.36,7.24,6.82,17.32,9.1
6/15/2026,QJUN,Buffer,June,33.78,17.29,744.0,41.22,3,0.03,0.02,-16.3,20.77,20.77,-15.5,-15.51,-36.27,0.03,0.02,17.31,9.1
6/15/2026,QMAG,Moderate Buffer,August,25.32,11.48,744.0,28.87,67,1.53,1.39,-11.58,23.07,22.92,-10.97,-11.12,-34.04,1.53,1.39,13.02,14.09
6/15/2026,QMAR,Buffer,March,37.32,10.95,744.0,27.82,277,8.73,8.12,-5.45,19.52,18.91,-10.07,-10.68,-29.59,8.73,8.12,19.96,9.1
6/15/2026,QMFE,Moderate Buffer,February,24.32,7.0,744.0,22.21,249,7.22,6.65,-5.89,23.64,23.07,-6.8,-7.38,-30.45,7.22,6.65,14.11,14.1
6/15/2026,QMMY,Moderate Buffer,May,26.55,1.93,744.0,4.95,340,15.39,14.56,12.14,17.04,16.22,-1.97,-2.79,-19.01,2.88,2.06,16.77,14.09
6/15/2026,QMNV,Moderate Buffer,November,25.11,10.66,744.0,26.09,158,4.68,4.33,-7.72,22.49,22.14,-10.1,-10.45,-32.59,4.68,4.33,15.45,14.1
6/15/2026,QSPT,Buffer,September,34.8,12.42,744.0,24.13,95,3.46,3.25,-5.77,15.86,15.65,-11.64,-11.84,-27.5,3.46,3.25,16.07,9.1
6/15/2026,RSDE,Buffer,December,23.37,7.0,212.88,10.37,186,6.91,6.51,4.03,11.52,11.12,-6.93,-7.34,-18.46,2.76,2.35,13.97,9.15
6/15/2026,RSJN,Buffer,June,36.92,14.97,212.88,19.83,3,-0.01,-0.02,-3.37,11.14,11.14,-13.75,-13.75,-24.89,-0.01,-0.02,14.94,9.15
6/15/2026,RSMR,Buffer,March,23.62,7.62,212.88,11.76,277,9.27,8.67,5.41,12.2,11.6,-7.27,-7.87,-19.47,3.66,3.06,16.95,9.15
6/15/2026,RSSE,Buffer,September,23.08,9.64,212.88,12.51,95,3.93,3.72,1.83,10.64,10.44,-9.36,-9.57,-20.01,2.05,1.84,13.72,9.15
6/15/2026,SAUG,Moderate Buffer,August,27.7,14.53,294.64,29.72,67,1.4,1.25,-9.9,21.13,20.99,-13.34,-13.49,-34.48,1.4,1.25,15.97,14.09
6/15/2026,SFEB,Moderate Buffer,February,26.05,6.32,294.64,11.35,249,10.12,9.54,5.4,17.45,16.87,-6.21,-6.79,-23.66,4.46,3.88,16.46,14.1
6/15/2026,SMAY,Moderate Buffer,May,28.16,3.59,294.64,6.14,340,14.94,14.13,12.26,16.37,15.56,-3.54,-4.35,-19.92,2.38,1.57,18.24,14.09
6/15/2026,SNOV,Moderate Buffer,November,26.94,12.62,294.64,25.06,158,4.7,4.36,-5.31,20.38,20.03,-11.65,-12.0,-32.03,4.7,4.36,17.52,14.1
6/15/2026,TDEC,Buffer,December,26.37,10.98,69.75,29.84,186,7.52,7.08,-7.74,20.37,19.93,-10.31,-10.75,-30.68,7.52,7.08,18.84,9.05
6/15/2026,TJUN,Buffer,June,23.65,18.15,69.75,50.55,3,-0.21,-0.22,-21.06,24.06,24.05,-16.16,-16.16,-40.22,-0.21,-0.22,17.9,9.05
6/15/2026,TMAR,Buffer,March,26.25,12.82,69.75,25.36,277,14.62,13.98,3.34,16.63,15.99,-11.57,-12.21,-28.2,10.91,10.27,28.6,9.05
6/15/2026,TSEP,Buffer,September,26.02,12.63,69.75,31.58,95,3.43,3.21,-10.94,19.77,19.55,-11.83,-12.05,-31.6,3.43,3.21,16.24,9.05
6/15/2026,YDEC,Moderate Buffer,December,27.44,5.2,104.08,9.03,186,7.03,6.59,3.67,16.68,16.24,-5.36,-5.8,-22.04,3.22,2.79,12.13,14.1
6/15/2026,YJUN,Moderate Buffer,June,26.95,12.16,104.08,20.56,3,-0.1,-0.11,-6.32,17.86,17.85,-11.64,-11.64,-29.5,-0.1,-0.11,12.04,14.11
6/15/2026,YMAR,Moderate Buffer,March,28.53,6.0,104.08,11.21,277,9.07,8.42,4.15,17.71,17.06,-5.86,-6.51,-23.57,4.71,4.07,14.93,14.1
6/15/2026,YSEP,Moderate Buffer,September,27.53,8.41,104.08,11.91,95,3.76,3.54,1.1,15.68,15.47,-8.37,-8.58,-24.05,2.62,2.41,12.24,14.1
