Date,Captured At (ET),Fund,Strategy Type,Series,Fund Value (USD),Fund Return (%),Reference Asset Value (USD),Reference Asset Return (%),Remaining Outcome Days,Remaining Cap (%),Remaining Cap Net (%),Reference Asset Return to Realize Cap (%),Remaining Buffer (%),Remaining Buffer Net (%),Downside Before Buffer (%),Downside Before Buffer Net (%),Reference Asset to Buffer End (%),Unrealized Option Payoff (%),Unrealized Option Payoff Net (%),Original Cap Net (%),Original Buffer Net (%),ECR
9/21/2026,2026-09-21 16:56,DJAN,Deep Buffer,January,46.76,7.08,773.5,11.83,116,,3.45,,,25.33,,-12.08,,,,10.78,24.15,0.6594173233898201
9/21/2026,2026-09-21 16:56,FJAN,Buffer,January,56.87,8.81,773.5,11.83,116,,4.48,,,10.65,,-8.87,,,,13.68,9.15,0.542236988872679
9/21/2026,2026-09-21 16:56,GJAN,Moderate Buffer,January,46.21,7.33,773.5,11.83,116,,3.39,,,16.38,,-7.61,,,,10.97,14.150000000000002,0.7512122172492641
9/21/2026,2026-09-21 16:56,QCJA,Conservative Buffer,January,23.94,8.1,741.37,19.33,116,,2.85,,,24.64,,-8.32,,,,11.18,19.1,0.8242296640007212
9/21/2026,2026-09-21 16:56,DJUL,Deep Buffer,July,51.46,2.27,773.5,4.06,298,,10.25,,,24.8,,-7.93,,,,12.75,24.15,1.8083933960506329
9/21/2026,2026-09-21 16:56,FJUL,Buffer,July,61.64,3.0,773.5,4.06,298,,12.590000000000002,,,9.78,,-3.74,,,,15.97,9.15,1.893830116889694
9/21/2026,2026-09-21 16:56,GJUL,Moderate Buffer,July,44.74,2.51,773.5,4.06,298,,10.21,,,15.049999999999999,,-3.27,,,,12.97,14.150000000000002,2.0526011215273665
9/21/2026,2026-09-21 16:56,QCJL,Conservative Buffer,July,26.06,3.7000000000000006,741.37,6.619999999999999,298,,11.38,,,20.54,,-4.43,,,,15.5,19.1,1.9778494507989173
9/21/2026,2026-09-21 16:56,DJUN,Deep Buffer,June,50.37,2.32,773.5,3.58,269,,10.19,,,24.44,,-7.99,,,,12.75,24.15,1.648064290690026
9/21/2026,2026-09-21 16:56,FJUN,Buffer,June,61.57,2.83,773.5,3.58,269,,12.42,,,9.54,,-3.58,,,,15.6,9.15,1.7496555366778042
9/21/2026,2026-09-21 16:56,GJUN,Moderate Buffer,June,42.17,2.48,773.5,3.58,269,,9.78,,,14.69,,-3.25,,,,12.509999999999998,14.150000000000002,1.8696731995131968
9/21/2026,2026-09-21 16:56,QJUN,Buffer,June,34.3,1.45,741.37,0.1,269,,22.3,,,7.780000000000001,,-2.32,,,,24.07,9.1,1.8517971768652886
9/21/2026,2026-09-21 16:56,RSJN,Buffer,June,37.53,1.59,212.7,1.31,269,,12.65,,,8.77,,-2.39,,,,14.429999999999998,9.15,1.8857677703363473
9/21/2026,2026-09-21 16:56,TJUN,Buffer,June,23.47,-0.7,68.81,-2.8,269,,38.59,,,7.16,,-0.25,,,,37.62,9.05,2.107832728010049
9/21/2026,2026-09-21 16:56,YJUN,Moderate Buffer,June,27.29,1.28,106.14,1.6500000000000001,269,,12.32,,,14.23,,-2.15,,,,13.76,14.099999999999998,2.03048684336526
9/21/2026,2026-09-21 16:56,DMAR,Deep Buffer,March,45.72,8.14,773.5,19.26,179,,3.7699999999999996,,,28.37,,-12.94,,,,12.22,24.15,0.8590005137957288
9/21/2026,2026-09-21 16:56,FMAR,Buffer,March,53.7,11.14,773.5,19.26,179,,4.67,,,13.750000000000002,,-10.78,,,,16.32,9.15,0.6972644467075191
9/21/2026,2026-09-21 16:56,GMAR,Moderate Buffer,March,45.27,9.01,773.5,19.26,179,,3.9,,,19.69,,-9.04,,,,13.26,14.150000000000002,0.9828383322038697
9/21/2026,2026-09-21 16:56,QMAR,Buffer,March,38.39,14.14,741.37,27.37,179,,5.1,,,16.17,,-13.170000000000002,,,,19.96,9.1,0.6439714502425989
9/21/2026,2026-09-21 16:56,RSMR,Buffer,March,24.0,9.32,212.7,11.67,179,,6.98,,,10.1,,-9.3,,,,16.95,9.15,0.6583115954428752
9/21/2026,2026-09-21 16:56,TMAR,Buffer,March,27.17,16.76,68.81,23.67,179,,10.14,,,12.05,,-15.17,,,,28.6,9.05,0.48053042834597776
9/21/2026,2026-09-21 16:56,YMAR,Moderate Buffer,March,29.27,8.76,106.14,13.4,179,,5.67,,,16.17,,-8.88,,,,14.93,14.099999999999998,0.8982473549142831
9/21/2026,2026-09-21 16:56,DMAY,Deep Buffer,May,48.21,3.18,773.5,4.64,242,,9.22,,,24.34,,-8.77,,,,12.7,24.14,1.428797100848618
9/21/2026,2026-09-21 16:56,FMAY,Buffer,May,57.81,4.04,773.5,4.64,242,,11.71,,,9.28,,-4.72,,,,16.23,9.14,1.4246970159470322
9/21/2026,2026-09-21 16:56,GMAY,Moderate Buffer,May,44.15,3.54,773.5,4.64,242,,9.1,,,14.52,,-4.25,,,,12.97,14.14,1.5850827614185987
9/21/2026,2026-09-21 16:56,QMMY,Moderate Buffer,May,27.0,3.66,741.37,4.58,242,,12.65,,,14.3,,-4.42,,,,16.77,14.09,1.5997951763124185
9/21/2026,2026-09-21 16:56,SMAY,Moderate Buffer,May,28.03,3.11,285.55,2.86,242,,14.67,,,13.47,,-3.9,,,,18.24,14.09,1.634572697207714
9/21/2026,2026-09-21 16:56,DNOV,Deep Buffer,November,52.74,10.56,773.5,17.37,60,,1.37,,,25.52,,-14.84,,,,12.08,24.15,0.3677732478713702
9/21/2026,2026-09-21 16:56,FNOV,Buffer,November,60.36,13.36,773.5,17.37,60,,2.12,,,10.78,,-12.54,,,,15.770000000000001,9.15,0.2383218181598409
9/21/2026,2026-09-21 16:56,GNOV,Moderate Buffer,November,42.91,10.82,773.5,17.37,60,,1.43,,,17.05,,-10.53,,,,12.41,14.150000000000002,0.41584522620440906
9/21/2026,2026-09-21 16:56,QMNV,Moderate Buffer,November,25.82,13.79,741.37,25.64,60,,1.46,,,19.44,,-12.91,,,,15.45,14.099999999999998,0.3856705990321696
9/21/2026,2026-09-21 16:56,SNOV,Moderate Buffer,November,27.49,14.91,285.55,21.2,60,,2.28,,,16.11,,-13.750000000000002,,,,17.52,14.099999999999998,0.285271570459044
9/21/2026,2026-09-21 16:56,DOCT,Deep Buffer,October,48.03,10.4,773.5,16.42,25,,0.44,,,25.16,,-14.719999999999999,,,,10.88,24.15,0.2585601575217451
9/21/2026,2026-09-21 16:56,FOCT,Buffer,October,54.22,13.26,773.5,16.42,25,,0.8699999999999999,,,10.24,,-12.45,,,,14.24,9.15,0.16237252543420322
9/21/2026,2026-09-21 16:56,GOCT,Moderate Buffer,October,42.69,10.68,773.5,16.42,25,,0.56,,,16.57,,-10.41,,,,11.3,14.150000000000002,0.2931568220264222
9/21/2026,2026-09-21 16:56,QCOC,Conservative Buffer,October,24.54,11.09,741.37,22.76,25,,0.38,,,24.04,,-10.79,,,,11.51,19.1,0.3558174643617638
9/21/2026,2026-09-21 16:56,BGLD,Deep Buffer,Quarterly,16.83,-1.03,398.36,-2.46,70,,10.58,,,8.61,,-4.24,,,,9.44,9.77,0.8509657222118867
9/21/2026,2026-09-21 16:56,DHDG,Buffer,Quarterly,37.93,2.84,773.5,4.06,25,,1.22,,,12.93,,-5.39,,,,4.09,12.29,0.45518796649284654
9/21/2026,2026-09-21 16:56,FHDG,Buffer,Quarterly,37.37,0.96,773.5,1.02,60,,2.7,,,7.2700000000000005,,-1.16,,,,3.6799999999999997,7.290000000000001,0.8966076268762699
9/21/2026,2026-09-21 16:56,QQBF,Buffer,Quarterly,20.31,0.54,741.37,2.76,88,,2.48,,,16.52,,-0.76,,,,3.04,14.78,1.1742980979542952
9/21/2026,2026-09-21 16:56,SQBA,Buffer,Quarterly,30.82,0.62,773.5,1.02,60,,1.76,,,15.02,,-0.83,,,,2.4,14.790000000000001,0.9453091474605106
9/21/2026,2026-09-21 16:56,DSEP,Deep Buffer,September,49.13,0.76,773.5,1.55,361,,12.86,,,24.51,,-6.559999999999999,,,,13.71,24.15,2.3754595721021334
9/21/2026,2026-09-21 16:56,FSEP,Buffer,September,57.55,0.8199999999999998,773.5,1.55,361,,14.89,,,9.72,,-1.6500000000000001,,,,15.83,9.15,2.7134966367235815
9/21/2026,2026-09-21 16:56,GSEP,Moderate Buffer,September,42.31,0.64,773.5,1.55,361,,12.520000000000001,,,14.84,,-1.46,,,,13.239999999999998,14.17,2.788738367195663
9/21/2026,2026-09-21 16:56,QSPT,Buffer,September,36.53,1.5700000000000003,741.37,2.76,361,,19.1,,,9.99,,-2.43,,,,20.96,9.1,2.5989806312806674
9/21/2026,2026-09-21 16:56,RSSE,Buffer,September,23.57,0.45999999999999996,212.7,0.19,361,,15.14,,,8.87,,-1.3,,,,15.67,9.15,2.700806027699142
9/21/2026,2026-09-21 16:56,TSEP,Buffer,September,27.29,1.46,68.81,2.66,361,,24.96,,,9.95,,-2.38,,,,26.789999999999996,9.05,2.6270147052473685
9/21/2026,2026-09-21 16:56,YSEP,Moderate Buffer,September,28.65,0.68,106.14,1.11,361,,14.19,,,14.37,,-1.5700000000000003,,,,14.96,14.11,2.7498874192718388
